"","audience_score","feature_film","drama","runtime","mpaa_rating_R","thtr_rel_year","oscar_season","summer_season","imdb_rating","imdb_num_votes","critics_score","best_pic_nom","best_pic_win","best_actor_win","best_actress_win","best_dir_win","top200_box"
"283",29,"yes","yes",106,"yes",1986,"yes","no",5.6,4970,21,"no","no","no","no","no","no"
"284",72,"yes","no",107,"yes",2004,"no","yes",6.3,2732,33,"no","no","no","yes","no","no"
"285",40,"yes","no",87,"no",2003,"yes","no",5.1,3336,44,"no","no","no","no","no","no"
"286",76,"yes","no",116,"yes",1994,"no","yes",7.2,252661,93,"no","no","no","yes","no","no"
"287",84,"yes","yes",91,"yes",2005,"no","yes",7.4,30641,81,"no","no","no","no","no","no"
"288",71,"yes","yes",83,"no",1986,"no","no",7,22601,86,"no","no","no","no","no","no"
"289",42,"yes","yes",106,"yes",1987,"yes","no",6.1,7076,76,"no","no","no","no","no","no"
"290",88,"yes","no",110,"no",1978,"no","yes",7.2,161601,78,"no","no","no","no","no","yes"
"291",85,"yes","no",113,"yes",2003,"no","yes",7.6,285328,87,"no","no","no","no","yes","no"
"292",75,"no","yes",110,"no",2003,"no","no",7.3,2598,100,"no","no","no","yes","no","no"
"293",76,"yes","yes",100,"yes",2010,"no","yes",7.2,108598,94,"yes","no","no","yes","no","no"
"294",66,"yes","yes",90,"yes",2012,"no","yes",6.7,20655,83,"no","no","no","no","no","no"
"295",55,"yes","no",89,"no",2004,"no","yes",5.3,12322,15,"no","no","no","no","no","no"
"296",76,"yes","yes",110,"yes",2007,"no","no",7.1,99192,51,"no","no","yes","no","no","no"
"297",42,"yes","no",93,"yes",1999,"yes","no",5.6,44257,28,"no","no","yes","no","no","no"
"298",74,"yes","yes",115,"no",1998,"yes","no",6.7,77762,22,"no","no","yes","no","no","no"
"299",79,"yes","no",161,"no",2002,"yes","no",7.4,368799,82,"no","no","no","no","no","yes"
"300",64,"yes","yes",90,"no",1985,"no","yes",6.2,2830,25,"no","no","no","no","no","no"
"301",48,"yes","no",104,"no",2011,"no","yes",6,2960,21,"no","no","no","no","no","no"
"302",23,"yes","no",86,"no",2011,"no","no",5.2,46233,24,"no","no","no","no","no","no"
"303",61,"yes","no",111,"yes",1995,"yes","no",6.5,9980,25,"no","no","no","no","no","no"
"304",66,"yes","yes",130,"yes",1997,"no","yes",6.2,8016,45,"no","no","no","no","no","no"
"305",45,"yes","yes",88,"no",2003,"no","no",5.6,37938,11,"no","no","no","no","no","no"
"306",54,"yes","no",108,"yes",2006,"no","yes",6.5,16480,52,"no","no","no","no","no","no"
"307",49,"yes","yes",94,"yes",2011,"yes","no",6.3,63219,80,"no","no","no","yes","no","no"
"308",59,"yes","yes",97,"yes",2001,"yes","no",6.5,4251,71,"no","no","no","no","no","no"
"309",60,"yes","yes",90,"yes",2012,"no","yes",6.4,23697,89,"no","no","no","no","no","no"
"310",48,"yes","no",108,"yes",2010,"yes","no",6.3,53675,34,"no","no","no","no","no","no"
"311",58,"yes","yes",87,"yes",1980,"no","no",6.5,9787,43,"no","no","no","no","no","no"
"312",28,"yes","no",91,"yes",1998,"no","yes",5.1,1978,36,"no","no","no","no","no","no"
"313",31,"yes","no",93,"yes",2007,"no","no",5.3,9370,15,"no","no","no","no","no","no"
"314",87,"yes","yes",140,"yes",1987,"no","no",7.8,10380,91,"no","no","no","no","no","no"
"315",68,"yes","yes",105,"yes",1991,"yes","no",6.9,73280,42,"no","no","no","no","no","no"
"316",47,"yes","no",91,"yes",1980,"no","no",5.9,7656,67,"no","no","no","no","no","no"
"317",37,"yes","no",124,"yes",1992,"yes","no",6.2,11855,39,"no","no","no","no","no","no"
"318",83,"yes","yes",102,"yes",1987,"no","yes",7.5,172765,88,"no","no","no","no","no","no"
"319",84,"yes","no",91,"yes",2004,"no","yes",6.9,23201,20,"no","no","no","no","no","no"
"320",74,"yes","yes",135,"yes",2000,"yes","no",6.4,8604,48,"no","no","no","no","no","no"
"321",79,"yes","no",100,"no",1985,"no","no",7,14949,87,"no","no","no","no","no","no"
"322",44,"yes","yes",112,"yes",2002,"no","no",6.1,1995,73,"no","no","no","no","no","no"
"323",84,"yes","no",119,"yes",2007,"no","no",6.9,15806,14,"no","no","no","no","no","no"
"324",27,"yes","no",116,"no",2003,"no","yes",5.3,30694,30,"no","no","no","no","no","no"
"325",51,"yes","no",107,"no",2010,"yes","no",6.5,56888,56,"no","no","no","yes","no","no"
"326",64,"yes","yes",134,"no",2002,"no","no",7,4821,78,"no","no","yes","no","no","no"
"327",41,"yes","no",81,"yes",1989,"no","yes",5.8,3145,40,"no","no","no","no","no","no"
"328",35,"yes","yes",108,"yes",2012,"no","no",5.8,19115,74,"no","no","no","no","no","no"
"329",78,"yes","yes",102,"yes",2007,"no","no",7.2,70994,46,"no","no","no","no","no","no"
"330",72,"yes","yes",120,"yes",2007,"no","no",7,66233,92,"no","no","no","no","no","no"
"331",66,"yes","yes",113,"no",1993,"no","no",5.8,2295,22,"no","no","no","no","no","no"
"332",37,"yes","yes",91,"yes",1986,"no","no",5.5,2698,13,"no","no","no","no","no","no"
"333",82,"yes","no",96,"yes",1997,"yes","no",7.4,34652,71,"no","no","no","no","yes","no"
"335",63,"yes","no",86,"no",1993,"no","yes",6.6,64489,59,"no","no","no","no","no","no"
"336",89,"yes","no",122,"yes",2007,"no","yes",7.8,49985,87,"no","no","no","no","no","no"
"337",56,"yes","no",94,"no",1994,"no","yes",5.8,3649,87,"no","no","no","no","no","no"
"338",62,"yes","yes",88,"no",2013,"no","yes",6.3,3359,93,"no","no","no","no","no","no"
"339",46,"yes","no",105,"no",2013,"no","no",6.5,10020,31,"no","no","no","no","no","no"
"340",38,"yes","no",129,"no",2010,"yes","no",6.5,78726,46,"no","no","no","no","yes","no"
"341",92,"yes","no",90,"no",1992,"yes","no",8,246907,94,"no","no","no","no","no","yes"
"342",89,"yes","yes",109,"no",1983,"no","no",7.8,49374,89,"no","no","yes","no","yes","no"
"343",82,"yes","no",108,"yes",1996,"yes","no",7.4,40001,92,"no","no","no","no","no","no"
"344",41,"yes","no",89,"yes",2012,"no","yes",5.8,18670,65,"no","no","no","no","no","no"
"345",72,"yes","yes",95,"no",1984,"no","yes",6.5,5149,47,"no","no","no","no","no","no"
"346",83,"yes","yes",108,"yes",1988,"no","yes",7.1,35577,97,"no","no","no","yes","no","no"
"347",87,"no","no",94,"no",2008,"no","no",7.9,38076,100,"no","no","no","no","no","no"
"348",29,"yes","no",86,"yes",2007,"no","no",2.3,87652,2,"no","no","no","no","no","no"
"349",45,"yes","no",105,"yes",2002,"yes","no",6.2,17329,63,"no","no","no","no","no","no"
"350",34,"yes","no",112,"yes",2014,"yes","no",5.9,16511,31,"no","no","no","no","no","no"
"351",79,"yes","yes",100,"yes",2004,"no","no",7.2,5002,78,"no","no","no","no","no","no"
"352",97,"yes","no",202,"yes",1974,"yes","no",9,749783,97,"yes","yes","yes","yes","yes","no"
"353",84,"yes","no",92,"no",1974,"yes","no",7.4,10599,95,"no","no","no","no","no","no"
"354",63,"yes","yes",91,"yes",1993,"no","no",6.4,3101,75,"no","no","no","no","no","no"
"355",44,"yes","no",109,"no",1996,"no","yes",5.7,4180,18,"no","no","yes","no","no","no"
"356",68,"yes","no",116,"no",1988,"no","no",7.7,9904,85,"no","no","no","no","no","no"
"357",61,"yes","no",84,"no",1974,"no","no",6.3,3428,67,"no","no","no","no","no","no"
"358",86,"no","no",180,"no",2006,"yes","no",8.2,2056,95,"no","no","no","no","no","no"
"359",50,"yes","no",134,"yes",2012,"yes","no",6.2,100447,51,"no","no","no","no","no","no"
"360",65,"yes","yes",108,"no",2010,"yes","no",6.8,37506,79,"no","no","yes","no","no","no"
"361",49,"yes","no",98,"no",2014,"no","yes",6,109633,60,"no","no","no","no","no","no"
"362",83,"yes","yes",118,"no",2010,"no","no",7.3,21443,80,"no","no","no","no","no","no"
"363",57,"yes","yes",88,"yes",1996,"no","no",5.9,4031,17,"no","no","no","no","no","no"
"364",40,"yes","no",110,"yes",2006,"no","yes",5.5,47692,27,"no","no","no","no","no","no"
"365",69,"yes","no",82,"no",1998,"yes","no",6.2,47343,11,"no","no","no","no","no","no"
"366",63,"yes","no",104,"yes",1995,"no","no",5.2,24084,38,"no","no","no","no","no","no"
"367",85,"yes","no",122,"no",1982,"no","no",7.8,13215,96,"yes","no","yes","yes","no","no"
"368",79,"yes","no",122,"yes",1991,"no","yes",7.2,105982,68,"no","no","no","no","yes","no"
"369",57,"yes","yes",106,"no",2004,"yes","no",6.1,34461,46,"no","no","no","yes","no","no"
"370",53,"yes","no",86,"no",2003,"no","no",5.1,15714,31,"no","no","no","no","no","no"
"371",65,"yes","yes",129,"no",1996,"no","yes",5.8,3358,23,"no","no","no","yes","no","no"
"372",66,"yes","yes",172,"yes",2012,"yes","no",7.5,275125,66,"no","no","yes","yes","no","no"
"373",35,"yes","no",105,"yes",1997,"no","no",4.9,13280,11,"no","no","no","no","no","no"
"374",95,"yes","no",121,"yes",1991,"no","no",7.5,2551,38,"no","no","no","no","no","no"
"375",33,"yes","no",92,"yes",1985,"no","no",4.6,5863,27,"no","no","no","no","no","no"
"376",19,"yes","no",87,"no",2008,"no","yes",1.9,73219,1,"no","no","no","no","no","no"
"377",17,"yes","no",95,"no",1987,"yes","no",3.1,8319,7,"no","no","no","no","no","no"
"378",89,"yes","no",116,"yes",2010,"yes","no",7.9,265725,90,"yes","no","no","no","no","no"
"379",86,"yes","yes",110,"no",1979,"no","no",7.5,3859,72,"no","no","yes","no","yes","no"
"380",55,"yes","yes",134,"no",1995,"no","yes",5.9,53535,47,"no","no","no","no","no","no"
"381",72,"no","no",87,"yes",2011,"no","yes",7.1,4907,91,"no","no","no","no","no","no"
"382",84,"yes","yes",131,"yes",2009,"no","yes",7.6,318019,98,"no","yes","no","no","yes","no"
"383",82,"no","no",85,"no",2011,"no","no",7.5,679,93,"no","no","no","no","no","no"
"384",94,"yes","no",113,"yes",2000,"no","no",8.5,806911,92,"no","no","no","no","no","no"
"385",55,"yes","yes",107,"yes",1987,"no","no",6.4,3342,63,"no","no","no","no","no","no"
"386",88,"no","no",86,"no",2006,"yes","no",7.9,3649,94,"no","no","no","no","no","no"
"387",68,"yes","no",93,"no",1993,"no","yes",6.4,27417,55,"no","no","no","no","no","no"
"388",89,"no","no",90,"no",1973,"yes","no",7.5,1815,71,"no","no","no","no","no","no"
"389",76,"yes","yes",84,"yes",2006,"no","yes",7.1,9939,74,"no","no","no","no","no","no"
"390",43,"yes","yes",101,"yes",2008,"no","no",6.2,4857,17,"no","no","no","yes","no","no"
"391",62,"yes","yes",111,"yes",1976,"no","no",6.9,1428,73,"no","no","no","no","no","no"
"392",36,"yes","no",92,"no",2011,"no","no",5.9,44248,6,"no","no","no","no","no","no"
"393",60,"yes","yes",112,"no",2007,"no","yes",6.8,18141,60,"no","no","no","no","no","no"
"394",89,"yes","yes",146,"no",2011,"no","yes",8.1,303529,76,"yes","no","no","no","no","no"
"395",74,"yes","yes",100,"yes",2006,"no","yes",7.1,86953,69,"no","no","no","no","no","no"
"396",78,"yes","yes",104,"yes",2006,"no","no",7.1,128361,68,"no","no","no","no","no","no"
"397",71,"yes","yes",107,"yes",2013,"no","yes",6.7,297034,83,"no","no","no","no","no","no"
"398",82,"yes","yes",96,"yes",1990,"no","yes",7.6,4143,100,"no","no","no","no","no","no"
"399",89,"no","no",88,"no",2011,"no","no",8.4,3128,87,"no","no","yes","no","no","no"
"400",91,"yes","yes",93,"yes",1972,"yes","no",8,36909,98,"no","no","no","no","no","no"
"401",44,"yes","no",112,"no",1979,"no","yes",5.8,1816,38,"no","no","no","no","no","no"
"402",56,"yes","yes",117,"no",1975,"no","no",6.4,1043,80,"no","no","yes","no","no","no"
"403",45,"yes","no",103,"no",1998,"yes","no",6.4,54829,55,"no","no","no","no","no","no"
"404",70,"yes","yes",137,"yes",1989,"yes","no",7,9725,54,"no","no","yes","no","no","no"
"405",89,"yes","yes",137,"yes",2004,"no","no",8,490295,84,"no","no","no","no","no","no"
"406",35,"yes","no",95,"yes",1997,"no","no",5.2,7881,11,"no","no","no","no","no","no"
"407",13,"yes","yes",108,"no",1979,"yes","no",4.9,5136,5,"no","no","no","no","no","no"
"408",30,"yes","no",83,"no",2009,"no","yes",3.5,10055,18,"no","no","no","no","no","no"
"409",68,"yes","yes",91,"no",2002,"no","no",6.5,2408,36,"no","no","no","no","no","no"
"410",49,"yes","no",118,"no",1979,"yes","no",5.9,24472,32,"no","no","no","no","yes","no"
"411",63,"yes","no",92,"yes",2009,"no","no",6.6,115026,29,"no","no","no","no","no","no"
"412",81,"no","no",95,"no",2005,"yes","no",7.8,651,91,"no","no","no","no","no","no"
"413",47,"yes","no",93,"yes",2012,"no","no",5.3,7710,38,"no","no","no","no","no","no"
"414",51,"yes","yes",114,"yes",1993,"yes","no",5.7,5425,46,"no","no","no","yes","no","no"
"415",50,"yes","no",105,"no",1978,"no","no",6.3,4550,71,"no","no","yes","no","no","no"
"416",78,"yes","no",125,"no",2006,"no","yes",7,16262,72,"no","no","no","no","no","no"
"417",93,"no","no",83,"no",2003,"yes","no",8.4,1571,90,"no","no","no","no","no","no"
"418",35,"yes","no",88,"no",1987,"no","yes",4.9,10271,8,"no","no","no","no","no","no"
"419",29,"yes","no",138,"no",2003,"no","yes",5.7,204042,61,"no","no","no","no","yes","no"
"420",31,"yes","no",100,"yes",1995,"yes","no",4.5,16824,10,"no","no","no","no","no","no"
"421",85,"yes","no",89,"no",2000,"yes","no",7.5,6061,84,"no","no","no","no","no","no"
"422",31,"yes","no",100,"no",2004,"no","no",4.5,10651,13,"no","no","no","no","no","no"
"423",85,"no","no",122,"no",2000,"no","no",7.9,1346,94,"no","no","no","no","no","no"
"424",49,"yes","yes",96,"yes",2007,"no","no",5.8,1886,85,"no","no","no","no","no","no"
"425",69,"yes","yes",139,"yes",1976,"yes","no",6.5,4874,31,"yes","no","no","yes","no","no"
"426",80,"yes","yes",119,"yes",1987,"no","no",7,4121,91,"no","no","no","no","no","no"
"427",79,"yes","yes",107,"no",2014,"no","no",6.8,40133,78,"no","no","no","no","no","no"
"428",43,"yes","no",85,"no",2004,"no","yes",6.2,3416,7,"no","no","no","no","no","no"
"429",37,"yes","no",91,"yes",2002,"yes","no",5.5,73617,14,"no","no","no","no","no","no"
"430",86,"yes","yes",124,"yes",2003,"yes","no",7.7,183747,80,"no","no","yes","no","yes","no"
"431",55,"yes","no",88,"no",2010,"no","no",6.3,123588,67,"no","no","no","no","no","no"
"432",52,"yes","no",119,"no",2013,"yes","no",6.3,124250,75,"no","no","no","no","no","no"
"433",75,"yes","yes",119,"yes",1992,"no","no",6.8,11103,87,"no","no","no","no","no","no"
"434",49,"yes","no",105,"no",2005,"no","no",5.9,33040,43,"no","no","no","no","no","no"
"435",74,"yes","yes",131,"yes",1980,"no","yes",7.1,11236,75,"no","no","no","no","no","no"
"436",58,"yes","no",108,"yes",1985,"yes","no",6.4,9946,82,"no","no","yes","no","no","no"
"437",65,"yes","no",85,"no",1977,"no","yes",6,1680,33,"no","no","no","no","no","no"
"438",67,"yes","yes",130,"yes",2011,"yes","no",7.1,122980,79,"no","no","no","no","no","no"
"439",60,"yes","no",117,"yes",1992,"no","yes",5.4,19603,40,"no","no","no","yes","no","no"
"440",83,"yes","no",91,"yes",1976,"no","no",7.8,1663,40,"no","no","no","no","no","no"
"441",57,"yes","yes",125,"no",1974,"yes","no",6.8,71141,45,"no","no","no","no","no","no"
"442",37,"yes","no",85,"yes",1996,"no","no",5,13790,25,"no","no","no","no","no","no"
"443",29,"yes","no",107,"no",1991,"yes","no",5.3,5374,21,"no","no","no","yes","no","no"
"444",78,"yes","yes",110,"yes",1982,"no","no",7.2,14589,91,"no","no","no","no","yes","no"
"445",67,"yes","no",87,"yes",2000,"no","yes",6.2,11259,53,"no","no","no","no","no","no"
"446",76,"yes","yes",155,"no",1981,"yes","no",7.3,6472,90,"no","no","yes","no","no","no"
"447",49,"yes","yes",107,"no",2011,"no","yes",7,100416,36,"no","no","no","no","no","no"
"448",51,"yes","yes",112,"yes",1991,"no","no",6.7,3866,100,"no","no","yes","no","no","no"
"449",92,"no","no",86,"no",2011,"no","yes",7.8,872,96,"no","no","yes","no","no","no"
"450",78,"no","no",94,"no",2012,"no","no",7.5,2928,67,"no","no","no","no","no","no"
"451",87,"no","no",81,"no",1970,"no","yes",7.9,3887,82,"no","no","no","no","no","no"
"452",60,"yes","no",75,"yes",1974,"no","no",5.9,1607,13,"no","no","no","no","no","no"
"453",32,"yes","no",111,"yes",2011,"no","yes",5.8,4904,51,"no","no","no","yes","no","no"
"454",67,"yes","no",96,"yes",2010,"no","yes",6.8,19937,82,"no","no","no","no","no","no"
"455",47,"yes","no",93,"no",1996,"no","no",5.7,17384,32,"no","no","no","no","no","no"
"456",39,"yes","no",93,"yes",2001,"no","no",6.1,25683,33,"no","no","yes","no","no","no"
"457",24,"yes","yes",89,"yes",1991,"no","yes",4.8,3883,17,"no","no","no","no","no","no"
"458",93,"yes","yes",122,"yes",1989,"yes","no",7.9,99582,93,"no","no","yes","no","no","no"
"459",24,"yes","no",83,"yes",1993,"no","yes",3.4,2959,11,"no","no","no","no","no","no"
"460",57,"yes","no",133,"yes",1999,"yes","no",6.7,134031,41,"no","no","no","no","no","no"
"461",47,"yes","no",91,"no",2004,"no","yes",4.8,17190,11,"no","no","no","no","no","no"
"462",77,"yes","yes",112,"yes",2010,"yes","no",7.4,135840,88,"no","no","no","no","no","no"
"463",72,"yes","no",115,"no",1980,"yes","no",5.7,2897,15,"no","no","yes","no","no","no"
"464",72,"yes","yes",129,"no",1999,"no","no",6.4,10126,29,"no","no","no","yes","no","no"
"465",49,"yes","yes",104,"no",2006,"yes","no",6.3,19383,57,"no","no","no","no","no","no"
"466",78,"yes","no",128,"yes",2004,"no","no",7.4,8030,4,"no","no","no","no","no","no"
"467",29,"yes","no",90,"yes",2011,"no","yes",5.3,3461,13,"no","no","no","no","no","no"
"468",70,"yes","no",68,"no",2005,"no","no",6.4,3970,79,"no","no","no","no","no","no"
"469",94,"yes","yes",126,"yes",1997,"yes","no",8.3,572236,97,"yes","no","no","no","no","no"
"470",14,"yes","yes",104,"yes",2000,"no","no",4.3,4072,13,"no","no","no","yes","no","no"
"471",70,"yes","no",108,"no",2006,"yes","no",6.5,126257,75,"no","no","no","yes","no","no"
"472",30,"yes","no",93,"no",2006,"yes","no",4.9,15491,6,"no","no","no","no","no","no"
"473",35,"yes","yes",117,"no",2002,"no","yes",6.1,51070,51,"no","no","yes","no","no","no"
"474",73,"yes","yes",102,"yes",1992,"no","yes",6.8,2530,73,"no","no","no","no","no","no"
"475",28,"yes","yes",93,"yes",2006,"yes","no",5.3,30495,16,"no","no","no","no","no","no"
"476",37,"yes","no",97,"no",2009,"no","no",5.6,16955,29,"no","no","no","no","no","no"
"477",92,"yes","yes",130,"no",2006,"yes","no",8.5,797101,76,"no","no","no","no","no","no"
"478",76,"yes","yes",97,"yes",2006,"no","yes",5.9,8059,27,"no","no","no","no","no","no"
"479",81,"yes","yes",105,"yes",2006,"no","yes",7.3,60483,71,"no","no","no","no","no","no"
"480",58,"yes","yes",95,"no",2007,"no","yes",6.2,3602,60,"no","no","no","no","no","no"
"481",72,"yes","no",103,"yes",1989,"no","yes",6.8,34802,18,"no","no","yes","no","no","no"
"482",66,"yes","no",121,"yes",2001,"no","no",6.6,3730,49,"no","no","no","no","no","no"
"483",23,"yes","no",85,"no",2003,"no","yes",3.4,30085,10,"no","no","no","no","no","no"
"484",70,"yes","no",82,"no",1994,"no","yes",6.3,32737,25,"no","no","no","no","no","no"
"485",81,"yes","yes",102,"no",1987,"yes","no",7.1,34307,92,"yes","no","yes","yes","no","no"
"486",60,"yes","yes",129,"no",2006,"no","yes",6,66171,68,"no","no","yes","no","yes","no"
"487",52,"yes","yes",144,"no",1996,"yes","no",6.3,8685,43,"no","no","no","yes","no","no"
"488",49,"yes","no",177,"yes",1997,"yes","no",5.9,54597,9,"no","no","no","no","yes","no"
"489",46,"yes","no",97,"no",1994,"yes","no",5.3,7862,7,"no","no","no","no","no","no"
"490",79,"yes","yes",103,"no",1995,"no","no",6.6,68871,80,"no","no","no","yes","no","no"
"491",86,"yes","yes",122,"yes",2007,"yes","no",8.1,582091,93,"yes","yes","no","no","yes","no"
"492",63,"yes","no",81,"no",2001,"no","yes",5.1,11156,29,"no","no","no","no","no","no"
"493",88,"no","no",100,"yes",1983,"no","no",8.2,6345,92,"no","no","no","no","no","no"
"494",86,"yes","no",115,"no",2006,"yes","no",7.5,9990,71,"no","no","no","no","no","no"
"495",34,"yes","yes",92,"yes",2009,"yes","no",5.9,3473,60,"no","no","no","no","no","no"
"496",59,"yes","no",93,"yes",2002,"yes","no",6.3,42295,25,"no","no","no","no","no","no"
"497",87,"yes","yes",126,"no",1997,"no","yes",7.6,329613,71,"no","no","no","no","no","no"
"498",50,"yes","no",105,"yes",2013,"no","yes",6.4,42408,60,"no","no","yes","no","no","no"
"499",62,"yes","no",88,"no",2012,"no","yes",6.7,137222,37,"no","no","no","no","no","no"
"500",25,"yes","no",95,"no",2002,"no","no",5.5,51366,25,"no","no","yes","no","no","no"
"501",82,"yes","yes",120,"no",2005,"no","no",7.5,21623,63,"no","no","no","no","no","no"
"502",85,"no","no",103,"yes",2005,"no","yes",7.8,39320,93,"no","no","no","no","no","no"
"503",26,"yes","no",95,"yes",1980,"no","yes",3.4,1915,17,"no","no","no","no","no","no"
"504",38,"yes","no",94,"no",1980,"yes","no",5.1,1674,50,"no","no","no","no","no","no"
"505",45,"yes","no",118,"no",1984,"yes","no",5.9,2096,67,"no","no","no","no","no","no"
"506",70,"yes","yes",95,"yes",2000,"yes","no",6.2,1935,35,"no","no","no","no","no","no"
"507",86,"yes","yes",110,"no",1981,"yes","no",7.8,10522,91,"no","no","no","no","no","no"
"508",28,"yes","no",96,"yes",1993,"no","no",5.4,2380,43,"no","no","no","no","no","no"
"509",81,"yes","no",83,"no",1973,"yes","no",7.6,78862,50,"no","no","no","no","no","no"
"510",32,"yes","no",96,"no",2012,"no","no",4.3,83724,17,"no","no","yes","no","no","no"
"511",77,"yes","yes",115,"yes",1991,"yes","no",7.1,34298,71,"no","no","no","no","no","no"
"512",72,"no","no",83,"no",1994,"no","no",7.4,830,100,"no","no","no","no","no","no"
"513",72,"yes","yes",111,"no",1996,"yes","no",7.3,2869,81,"no","no","no","no","no","no"
"514",53,"yes","no",94,"yes",2006,"no","no",5.9,134510,61,"no","no","no","no","no","no"
"515",60,"yes","yes",99,"yes",2001,"no","yes",6.5,152216,26,"no","no","no","yes","no","no"
"516",49,"yes","no",97,"no",2013,"no","no",6.3,54771,40,"no","no","no","no","no","no"
"517",36,"yes","no",112,"yes",1992,"yes","no",5.8,11838,13,"no","no","no","no","no","no"
"518",59,"yes","yes",107,"no",2009,"no","yes",7.1,110540,38,"no","no","no","no","no","no"
"519",49,"yes","yes",100,"yes",1983,"no","yes",5.7,6343,67,"no","no","no","no","no","no"
"520",73,"yes","no",135,"yes",2003,"yes","no",7.7,309494,63,"no","no","yes","yes","no","no"
"521",59,"yes","no",98,"no",1977,"yes","no",6.5,6909,72,"no","no","no","no","no","no"
"522",49,"yes","yes",88,"yes",2004,"no","no",6,1890,67,"no","no","no","no","no","no"
"523",65,"yes","no",121,"no",1973,"no","yes",6.8,72176,66,"no","no","no","no","no","no"
"524",64,"yes","yes",109,"no",2000,"no","no",7.1,2271,52,"no","no","no","no","no","no"
"525",68,"yes","yes",99,"yes",1996,"yes","no",6.6,6804,79,"no","no","no","no","no","no"
"526",64,"yes","no",115,"yes",2012,"no","no",6.8,161101,53,"no","no","no","no","no","no"
"527",19,"yes","no",110,"no",2004,"no","no",5.2,10535,13,"no","no","yes","no","no","no"
"528",93,"yes","yes",94,"yes",1996,"no","yes",8.2,448434,89,"no","no","no","no","yes","no"
"529",76,"yes","yes",104,"no",1978,"no","no",6.9,2931,83,"no","no","no","no","yes","no"
"530",77,"yes","no",97,"no",1989,"no","no",7,21009,63,"no","no","no","no","no","no"
"531",31,"yes","no",87,"yes",2012,"no","yes",5.4,6811,35,"no","no","no","no","no","no"
"532",72,"no","no",89,"no",2010,"no","yes",6.9,1943,81,"no","no","no","no","no","no"
"533",78,"no","no",99,"yes",2012,"no","yes",7.5,32338,95,"no","no","no","no","no","no"
"534",44,"yes","yes",93,"no",2004,"no","no",5.7,19161,17,"no","no","no","no","no","no"
"535",52,"yes","no",98,"yes",2009,"no","yes",6.5,54871,61,"no","no","no","no","no","no"
"536",44,"yes","no",87,"yes",1972,"no","no",6,2433,86,"no","no","no","no","no","no"
"537",73,"yes","yes",115,"yes",1995,"yes","no",6.8,21924,33,"no","no","no","no","no","no"
"538",85,"yes","no",95,"yes",1981,"yes","no",7.6,128298,98,"no","no","no","no","no","no"
"539",46,"yes","yes",99,"no",1996,"no","yes",5.1,14559,27,"no","no","no","no","no","no"
"540",77,"yes","yes",116,"yes",2006,"yes","no",7.3,34926,49,"no","no","yes","no","no","no"
"541",80,"yes","yes",101,"no",1993,"no","no",7.3,27097,85,"no","no","no","yes","no","no"
"542",71,"yes","yes",120,"yes",1996,"yes","no",6.8,4021,88,"no","no","no","no","no","no"
"543",91,"no","no",78,"no",2007,"no","yes",8,764,100,"no","no","no","no","no","no"
"544",42,"yes","yes",128,"yes",1988,"no","no",5.8,6418,50,"no","no","yes","yes","no","no"
"545",61,"yes","yes",108,"yes",2004,"yes","no",5.9,70737,27,"no","no","yes","no","no","no"
"546",37,"yes","no",84,"no",2007,"no","no",4.5,9656,4,"no","no","no","no","no","no"
"547",67,"yes","no",107,"no",2009,"no","no",6.6,193702,28,"no","no","no","no","no","no"
"548",65,"yes","no",89,"yes",2003,"no","no",6,59076,19,"no","no","no","no","no","no"
"549",54,"yes","no",127,"no",2001,"no","yes",6.4,154148,54,"no","no","no","yes","no","no"
"550",76,"yes","yes",99,"yes",1987,"no","yes",7.1,11377,87,"no","no","no","no","no","no"
"551",15,"yes","no",90,"yes",1995,"yes","no",4.2,3302,17,"no","no","no","no","no","no"
"552",79,"no","no",90,"no",2006,"no","no",7.8,180,84,"no","no","no","no","no","no"
"553",49,"yes","yes",102,"yes",2011,"no","no",6.4,34253,68,"no","no","yes","no","no","no"
"554",86,"yes","yes",84,"no",2005,"no","no",7.6,17960,77,"no","no","no","no","no","no"
"555",77,"no","no",139,"no",2009,"no","no",7.5,281,92,"no","no","no","no","no","no"
"556",67,"yes","yes",126,"no",1981,"yes","no",6.7,12498,75,"no","no","yes","no","no","no"
"557",87,"yes","no",93,"yes",1987,"yes","no",7.6,86831,94,"no","no","no","no","no","no"
"558",44,"yes","no",110,"yes",2008,"no","yes",6.2,83424,14,"no","no","no","no","no","no"
"559",65,"yes","yes",114,"yes",2001,"no","yes",6.3,1803,67,"no","no","no","no","no","no"
"560",78,"yes","yes",90,"no",2010,"no","yes",7.7,56919,55,"no","no","no","no","no","no"
"561",87,"yes","yes",106,"yes",2003,"no","yes",7.5,10250,97,"no","no","no","no","no","no"
"562",22,"yes","no",118,"yes",2003,"no","no",4.9,18005,12,"no","no","no","no","no","no"
"563",35,"yes","yes",98,"yes",1998,"no","yes",5.9,62773,40,"no","no","yes","no","no","no"
"564",80,"yes","no",94,"yes",2000,"no","no",7.2,15444,98,"no","no","no","no","no","no"
"565",79,"yes","yes",99,"no",1991,"no","no",7,48756,83,"no","no","yes","no","no","no"
"566",32,"yes","no",89,"no",2007,"no","yes",5.6,14986,19,"no","no","no","no","no","no"
"567",44,"yes","no",86,"yes",2014,"no","no",4.7,13525,8,"no","no","no","no","no","no"
"568",73,"yes","yes",127,"no",2011,"yes","no",7.1,246343,60,"no","no","no","no","no","no"
